0.069628,-0.13514,0.35767,-0.039561,0,-0.28674,0.024581,-0.60169,0.27457,-0.52,-8.07,-19.747,-54.754
0.20868,-0.10821,0.40551,-0.15744,0,-0.28674,-0.0068007,-0.56268,0.1635,-0.6067,-27.099,-5.4249,-65.185
-0.33473,-0.031374,0.07796,0.01562,0,-0.28674,-0.25598,-0.53406,0.10258,-0.49467,5.306,0.82015,28.142
-0.080098,0.016877,0.30158,-0.2582,0,-0.28674,-0.33082,-0.39563,-0.00011208,-0.63565,-35.588,-18.852,2.537
-0.36393,-0.060134,-0.042957,-0.045558,0,-0.28674,-0.25495,-0.5562,0.024055,-0.54494,9.6232,-7.4095,47.379
-0.24874,-0.13095,0.16599,-0.33631,0,-0.28674,-0.31187,-0.48252,0.048065,-0.66183,-15.799,-46.668,14.96
-0.048661,-0.25712,0.37175,-0.21604,0,-0.28674,-0.15083,-0.61698,0.21392,-0.58232,-20.328,-40.425,-36.216
-0.15553,0.051775,0.30582,-0.0091501,0,-0.28674,-0.18076,-0.45266,0.21976,-0.50698,-6.9254,8.1286,-8.8535
-0.34066,-0.13002,0.093711,-0.11507,0,-0.28674,-0.21545,-0.58852,0.16207,-0.57682,11.297,-22.822,24.397
-0.016165,-0.36623,0.28078,-0.050942,0,-0.28674,0.076515,-0.65032,0.33461,-0.37736,12.765,-51.561,-40.282
0.12342,0.079209,0.43253,-0.24122,0,-0.28674,-0.16636,-0.31408,0.10122,-0.59342,-40.382,17.882,-19.812
-0.13329,-0.45371,0.24136,-0.16971,0,-0.28674,0.020969,-0.65082,0.34672,-0.40478,29.815,-60.25,-8.0741
-0.27732,0.039626,0.082038,-0.0088169,0,-0.28674,-0.32169,-0.46749,-0.0097907,-0.51098,-8.1403,-0.48087,39.652
-0.092814,0.13212,0.34786,-0.027966,0,-0.28674,-0.16376,-0.24564,0.21867,-0.3857,-16.005,41.616,-6.6925
-0.13302,0.05386,0.08899,-0.30907,0,-0.28674,-0.36499,-0.2912,-0.17287,-0.6073,-38.139,-37.536,32.145
-0.10478,-0.26015,0.32484,-0.14978,0,-0.28674,-0.10104,-0.63698,0.27201,-0.54221,-4.3469,-40.546,-26.892
-0.33692,-0.11901,0.063794,-0.22905,0,-0.28674,-0.26289,-0.53935,0.085257,-0.63608,5.9904,-35.473,34.73
-0.072512,-0.26302,0.24196,0.012491,0,-0.28674,0.080343,-0.6333,0.35383,-0.39512,18.197,-35.874,-35.209
-0.087758,0.1326,0.29509,-0.05528,0,-0.28674,-0.33267,-0.29064,-0.00093132,-0.45496,-33.866,14.507,26.19
-0.3007,-0.02192,0.14149,-0.020778,0,-0.28674,-0.25525,-0.52826,0.12884,-0.52869,1.297,-5.0553,20.153
-0.33759,-0.022283,0.090606,0.12305,0,-0.28674,-0.2336,-0.455,0.13849,-0.33002,9.0961,27.872,18.811
-0.36909,-0.28642,0.042335,-0.17655,0,-0.28674,-0.11164,-0.63841,0.24632,-0.544,32.067,-33.238,30.21
-0.22392,-0.095765,0.16668,-0.34418,0,-0.28674,-0.33274,-0.44739,0.006113,-0.66408,-22.663,-44.878,14.393
-0.26842,0.026271,0.16333,-0.017225,0,-0.28674,-0.2897,-0.48263,0.085133,-0.52183,-6.1494,-0.76569,22.868
-0.36282,-0.15008,0.061775,-0.051478,0,-0.28674,-0.17369,-0.60842,0.19552,-0.52409,18.566,-14.872,22.878
-0.13333,0.11459,0.31076,-0.020783,0,-0.28674,-0.27194,-0.34345,0.11327,-0.46228,-21.103,19.35,10.507
-0.33405,-0.047397,0.1032,0.032198,0,-0.28674,-0.22149,-0.54335,0.1585,-0.47563,8.9366,1.9302,19.358
-0.25597,0.050019,0.21298,0.079511,0,-0.28674,-0.21056,-0.41308,0.19676,-0.38878,1.1521,23.75,4.5567
0.071829,-0.35066,0.39402,-0.15674,0,-0.28674,-0.045499,-0.65464,0.23393,-0.48711,-24.018,-46.646,-62.786
-0.0082421,0.02334,0.37657,-0.2354,0,-0.28674,-0.27473,-0.4042,0.058656,-0.63007,-35.991,-7.8046,-10.257
-0.21358,0.079142,0.24493,0.072001,0,-0.28674,-0.26512,-0.30779,0.13286,-0.31508,-12.659,38.856,17.587
-0.21152,-0.014293,0.0972,-0.32773,0,-0.28674,-0.353,-0.37598,-0.085328,-0.64916,-26.075,-42.346,28.191
-0.028954,0.10558,0.36721,-0.14838,0,-0.28674,-0.27766,-0.33321,0.06563,-0.55496,-33.657,7.9026,2.4564
-0.26189,-0.083035,0.14094,0.10812,0,-0.28674,-0.011582,-0.52654,0.3389,-0.36181,25.58,2.6309,-18.775
-0.29924,0.020527,0.16147,0.11826,0,-0.28674,-0.18575,-0.37609,0.21461,-0.29235,10.934,35.964,0.86014
-0.23806,-0.12299,0.19681,-0.28883,0,-0.28674,-0.29798,-0.5086,0.079443,-0.65369,-14.057,-40.9,11.103
-0.25137,-0.047818,0.018222,-0.39474,0,-0.28674,-0.33454,-0.34998,-0.10068,-0.65206,-20.662,-54.621,37.29
-0.17976,0.087652,0.20729,-0.075666,0,-0.28674,-0.34156,-0.39529,-0.0059306,-0.53845,-22.157,-2.8877,26.877
-0.054999,0.13325,0.3609,-0.048589,0,-0.28674,-0.11754,-0.28473,0.24341,-0.4438,-13.168,35.324,-18.581
-0.25859,0.046462,0.20228,0.099702,0,-0.28674,-0.1337,-0.37547,0.26683,-0.33043,11.86,31.126,-11.198
