0.3331456,0.2606551,0.7859482,0.2874331,0.6278928,0.4801588,0.36429605,0.7571912,0.75095284,0.77413726
0.2626616,0.21653539,0.8074877,0.2714175,0.5432312,0.6116428,0.2568146,0.8145631,0.69864327,0.8550299
0.25254062,0.2807586,0.7438922,0.2617124,0.40658948,0.4925395,0.28085315,0.81681794,0.74270386,0.80767137
0.26695466,0.25637653,0.75001484,0.27805337,0.47638264,0.56128615,0.26021025,0.714076,0.7229142,0.7467952
0.28072897,0.2353589,0.73444235,0.29204884,0.56003886,0.54117024,0.2436442,0.800123,0.5684952,0.8294736
0.29634392,0.329332,0.73666084,0.2945226,0.45221978,0.5190025,0.33197954,0.81427455,0.8056259,0.777515
0.1824801,0.24919754,0.64563113,0.23694435,0.3114122,0.5272532,0.2690327,0.7516558,0.66062915,0.73626876
0.33229566,0.28973344,0.76610196,0.29097846,0.52890456,0.561895,0.3603301,0.75659883,0.7576714,0.7684558
0.29602453,0.27271712,0.72797656,0.2464897,0.53998244,0.49367204,0.35993236,0.75269467,0.69363594,0.7387054
0.28059724,0.21894023,0.77411574,0.2846876,0.4390651,0.4946331,0.22354075,0.75217915,0.6610596,0.8254566
0.39575264,0.25451514,0.82677907,0.3312658,0.62361294,0.59250057,0.34443915,0.7195718,0.6688483,0.7956529
0.23843063,0.23925519,0.79317665,0.2529605,0.5897359,0.5305748,0.28636163,0.8076696,0.74165916,0.81416726
0.26494762,0.28050026,0.7671019,0.23911545,0.526292,0.6332762,0.39536127,0.8943449,0.7382131,0.87990844
0.24467857,0.22746493,0.74106246,0.2495726,0.5132527,0.5153736,0.19660647,0.72863096,0.71567804,0.7564527
0.19299732,0.31672242,0.74380755,0.22178262,0.5763491,0.63106966,0.35003245,0.87753,0.7812492,0.81482685
0.26485875,0.24945799,0.7280405,0.25191674,0.5408908,0.5575525,0.26955935,0.7005679,0.6555024,0.72641927
0.12537615,0.30974978,0.63514036,0.24007064,0.34160563,0.6176722,0.23788053,0.8365841,0.6617752,0.8028976
0.2835775,0.21662419,0.7560727,0.24035215,0.54077613,0.54129267,0.28093615,0.7377166,0.6861926,0.7670428
0.30917504,0.27262384,0.794918,0.2755825,0.60921365,0.45824286,0.39176473,0.8101562,0.7745101,0.8093602
0.3101277,0.23075986,0.7366882,0.2471155,0.5594002,0.5620946,0.33637482,0.7528796,0.6305901,0.7639967
0.27095243,0.29246393,0.7189612,0.24464355,0.46702805,0.5926286,0.3209022,0.77033746,0.79374677,0.7142226
0.28056058,0.22650129,0.76114184,0.2764867,0.45553657,0.5709021,0.3001108,0.7901517,0.6214762,0.8371233
0.3023247,0.26832026,0.75542235,0.2872939,0.44551525,0.51840323,0.32160234,0.79241425,0.70501924,0.8132289
0.29450995,0.25796047,0.7097353,0.16923125,0.51927316,0.5128776,0.38870054,0.6692776,0.7874403,0.58047426
0.2798662,0.27866876,0.77985877,0.25794244,0.47487023,0.6156634,0.3122757,0.7480737,0.8134693,0.72956675
0.26376194,0.22259901,0.7760311,0.21642922,0.5238082,0.60486007,0.29818547,0.75726324,0.7417114,0.75840443
0.28678071,0.21938868,0.7527443,0.21650551,0.49778548,0.48184207,0.31704706,0.68251824,0.7491164,0.6884125
0.3354758,0.30318937,0.8166062,0.23646662,0.5096462,0.568807,0.40806788,0.8004919,0.82788825,0.74871445
