-0.1534,0.33156,0.30036,0.36659,0.16367,0.29325,-0.0074839,-0.034649,0.38693,-0.0052606,16.751,-40.75,19.252
-0.46121,-0.26793,-0.18906,-0.10738,-0.32745,-0.52003,-0.18764,-0.69691,0.049442,-0.55871,29.791,0.21911,-47.864
0.023742,0.019654,0.38239,-0.20836,0.13816,-0.37704,-0.21487,-0.43021,0.095881,-0.62946,-31.62,-3.2687,25.53
-0.41931,0.32537,-0.057097,0.29277,-0.47174,0.2178,-0.61474,-0.079106,-0.30077,-0.10855,-29.05,-25.284,-45.09
-0.073103,-0.067535,0.30191,0.19226,0.31961,-0.15147,0.23768,-0.4706,0.56418,-0.24615,33.683,1.3447,14.4
-0.40999,-0.1296,0.020697,-0.25745,-0.31985,-0.5296,-0.44054,-0.58785,-0.066661,-0.70015,-8.0802,27.046,-19.335
-0.47764,0.15899,-0.098213,0.18353,-0.46582,-0.023917,-0.53421,-0.31761,-0.20491,-0.29765,-10.159,-17.076,-38.384
-0.54162,0.075425,-0.2484,0.35834,-0.55363,0.11219,-0.48918,-0.2516,-0.23442,-0.0068651,4.9008,-46.5,-47.803
-0.40558,0.14584,0.026412,0.28238,-0.24391,0.058615,-0.31421,-0.28299,0.061154,-0.16563,7.5421,-29.374,-18.661
-0.14125,-0.33411,0.27109,-0.11289,0.22033,-0.54399,0.12307,-0.7085,0.48185,-0.51747,30.725,26.449,-6.9501
-0.052061,-0.067227,0.38543,-0.12704,0.17937,-0.41764,-0.11739,-0.56613,0.26231,-0.61947,-11.321,7.5577,20.637
0.1015,-0.34506,0.44376,-0.032852,0.51095,-0.46253,0.34531,-0.6544,0.64318,-0.38417,33.124,38.493,13.852
-0.172,0.32801,0.23971,0.1125,-0.096463,0.097916,-0.39048,-0.080044,-0.033608,-0.26832,-32.575,-23.999,-10.554
-0.15629,-0.27381,0.27634,-0.37976,-0.029756,-0.67829,-0.32117,-0.6541,0.054012,-0.74717,-28.032,33.997,23.566
0.32195,0.18563,0.52534,-0.13914,0.50358,-0.1682,0.15468,-0.20265,0.33082,-0.48575,-26.722,-36.883,45.903
0.20441,-0.10701,0.50453,0.11304,0.60144,-0.25286,0.39617,-0.54242,0.6573,-0.35258,20.452,18.32,40.502
-0.034807,0.10412,0.39171,-0.031663,0.17834,-0.21934,-0.13299,-0.39012,0.23708,-0.5094,-15.148,-9.737,18.278
-0.23044,0.41013,0.21685,0.31286,-0.10694,0.32848,-0.36054,0.062243,0.027475,-0.023199,-25.791,-41.973,-19.083
-0.5463,-0.12132,-0.43374,0.28499,-0.67232,-0.027285,-0.47932,-0.3399,-0.3814,0.012286,13.142,-59.705,-64.602
-0.52009,-0.022867,-0.18452,-0.1562,-0.5364,-0.39677,-0.54192,-0.51106,-0.25061,-0.6282,-5.6908,19.179,-42.514
0.065373,-0.23483,0.44465,-0.26004,0.26674,-0.60525,-0.075586,-0.68016,0.25334,-0.7033,-20.99,20.954,39.548
-0.35584,0.21576,0.069896,0.41713,-0.12167,0.26235,-0.16704,-0.10638,0.20316,0.067562,24.81,-42.994,-0.02813
0.38423,0.2843,0.52966,-0.13468,0.56217,-0.0087933,0.23053,0.038446,0.35638,-0.32605,-37.659,-57.949,37.998
-0.42563,0.33386,-0.22123,0.11155,-0.65057,0.10484,-0.73596,-0.068787,-0.55935,-0.26295,-40.219,6.8248,-50.489
0.16724,0.14275,0.43762,0.31091,0.59264,0.087365,0.47321,-0.26452,0.70885,-0.11965,34.165,-2.9951,47.501
-0.24119,0.35768,0.22746,0.3954,0.010049,0.34863,-0.16158,0.019968,0.24557,0.051771,7.2905,-47.527,4.2491
-0.43641,0.34601,-0.056802,0.46896,-0.4562,0.42797,-0.58122,0.078201,-0.25201,0.1842,-32.11,-49.933,-57.043
-0.40707,0.030554,-0.024932,0.28696,-0.20318,0.00013069,-0.18084,-0.34961,0.15161,-0.12804,26.211,-28.783,-14.423
-0.24558,0.088399,0.22506,0.078313,-0.030213,-0.16278,-0.22855,-0.41375,0.18016,-0.42392,-2.1881,-9.3735,-1.8779
-0.33239,0.31063,0.12646,0.40977,-0.13119,0.32206,-0.2593,-0.02678,0.13933,0.058361,6.2556,-46.957,-7.4855
-0.36183,0.32788,0.086769,0.37697,-0.242,0.30064,-0.39818,-0.032437,-0.0087557,0.0091815,-11.009,-43.166,-23.775
-0.49323,0.20656,-0.119,0.41022,-0.45558,0.24745,-0.48577,-0.12125,-0.16081,0.054667,-3.5508,-47.414,-39.974
-0.52184,0.030873,-0.19551,-0.07796,-0.55879,-0.3106,-0.56803,-0.47035,-0.28481,-0.56626,-8.2291,11.692,-44.038
-0.49536,0.21641,-0.14472,0.31343,-0.52639,0.14119,-0.58025,-0.19918,-0.27602,-0.11611,-14.809,-30.63,-48.15
0.001177,-0.025734,0.39987,-0.17254,0.17701,-0.40668,-0.15825,-0.50832,0.18749,-0.63714,-21.965,2.1204,25.612
-0.49368,-0.20017,-0.31416,0.13824,-0.4485,-0.24874,-0.2428,-0.53048,-0.086213,-0.23757,33.638,-32.689,-44.323
0.038496,-0.0017354,0.45119,0.033001,0.36753,-0.26389,0.10538,-0.50638,0.46392,-0.47764,3.9645,0.17113,28.438
-0.50013,0.13786,-0.14135,0.39426,-0.42988,0.18904,-0.41128,-0.18069,-0.099496,0.041043,10.267,-47.468,-32.148
